"","X1","date","ID","FunSys","FunSys_item","EqGr","EqGr_no","ComGr_no","Unit","Label","MsureGr","H11","H2","H5","H8","AP1","DISK11","DISK12","End_Face","HP1","HPCLR_1","HPCLR_2","HPCLR_3","L","L1","L2","L2oo3","MBH40GD010","R","T1","T3"
"128",128,2007-07-05,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB",NA,NA,NA,NA,NA,446.682911309572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,2007-07-05,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB",NA,NA,NA,NA,NA,NA,446.606838742205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,2007-07-05,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.03507092843,NA,NA,NA
"131",131,2007-07-05,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8035602491279,NA,NA,NA
"132",132,2007-07-05,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7334778553264,NA,NA,NA
"133",133,2007-07-05,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT",NA,NA,NA,NA,NA,NA,NA,372.695748073038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,2007-07-05,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT",NA,NA,NA,NA,NA,NA,NA,372.778421587917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,2007-07-05,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2800233253032,NA,NA,NA,NA,NA,NA
"136",136,2007-07-05,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2800233253032,NA,NA,NA,NA,NA
"137",137,2007-07-05,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2758136539369,NA,NA,NA,NA
"138",138,2007-07-05,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.879064761771,NA
"139",139,2007-07-05,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.372563046846,NA
"140",140,2007-07-05,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.879030887367
"141",141,2007-07-06,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4628912838331,NA,NA
"142",142,2007-07-06,"MBD21CY002_XQ60","MBD",21,"CY","002_X","XQ60","um","REL VIB SHAFT CPRSR L","REL VIB SHAFT CPRSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.760461491948,NA,NA,NA,NA,NA,NA,NA
"143",143,2007-07-06,"MBD22CT002_XQ60","MBD",22,"CT","002_X","XQ60","degC","T THRUST BEAR SIDE 5H SCLD VAL","T THRUST BEAR",NA,NA,68.376075838022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,2007-07-06,"MBD22CT003_XQ60","MBD",22,"CT","003_X","XQ60","degC","T THRUST BEAR SIDE 8H SCLD VAL","T THRUST BEAR",NA,NA,NA,67.9395705269728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,2007-07-06,"MBD22CT004_XQ60","MBD",22,"CT","004_X","XQ60","degC","T THRUST BEAR SIDE 11H SCLD VAL","T THRUST BEAR",70.4187163498704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,2007-07-06,"MBD22CT005_XQ60","MBD",22,"CT","005_X","XQ60","degC","T THRUST BEAR SIDE 2H SCLD VAL","T THRUST BEAR",NA,69.5957889523779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,2007-07-06,"MBD22CT006_XQ60","MBD",22,"CT","006_X","XQ60","degC","T OPP THRUST BEAR 2H SCLD VAL","T OPP THRUST BEAR",NA,55.4577790311302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,2007-07-06,"MBD22CT007_XQ60","MBD",22,"CT","007_X","XQ60","degC","T OPP THRUST BEAR 5H SCLD VAL","T OPP THRUST BEAR",NA,NA,55.7645428999873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,2007-07-06,"MBH40CF100_XQ60","MBH",40,"CF","100_X","XQ60","mbar","F AIR DESP OTC AP","F AIR DESP OTC AP",NA,NA,NA,NA,168.168695407577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,2007-07-06,"MBH40CP015_XQ60","MBH",40,"CP","015_X","XQ60","mbar","DP QW NOZ HP","DP QW NOZ HP",NA,NA,NA,NA,NA,NA,NA,NA,249.987329163298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,2007-07-06,"MBH40CP100_XQ60","MBH",40,"CP","100_X","XQ60","barA","P AIR DESP OTC AP","P AIR DESP",NA,NA,NA,NA,19.2182201756708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,2007-07-06,"MBH40CP100_XQ65","MBH",40,"CP","100_X","XQ65","barA","P TOT AIR DESO OTC AP","P TOT AIR DESO",NA,NA,NA,NA,19.1493060462736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,2007-07-06,"MBH40CT001_XQ60","MBH",40,"CT","001_X","XQ60","degC","T AFTR HPCLR 1","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,324.981784227112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,2007-07-06,"MBH40CT002_XQ60","MBH",40,"CT","002_X","XQ60","degC","T AFT HPCLR 2","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.762950679838,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,2007-07-06,"MBH40CT003_XQ60","MBH",40,"CT","003_X","XQ60","degC","T AFT HPCLR 3","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.842858834977,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,2007-07-06,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB",NA,NA,NA,NA,NA,431.628830556557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,2007-07-06,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB",NA,NA,NA,NA,NA,NA,431.529122865301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,2007-07-06,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0290437237054,NA,NA,NA
"159",159,2007-07-06,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.815485226467,NA,NA,NA
"160",160,2007-07-06,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.73648624089,NA,NA,NA
"161",161,2007-07-06,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT",NA,NA,NA,NA,NA,NA,NA,370.565964232604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,2007-07-06,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT",NA,NA,NA,NA,NA,NA,NA,370.478815921481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,2007-07-06,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.120010890125,NA,NA,NA,NA,NA,NA
"164",164,2007-07-06,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1630339312533,NA,NA,NA,NA,NA
"165",165,2007-07-06,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1551613156884,NA,NA,NA,NA
"166",166,2007-07-06,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.75463801133,NA
"167",167,2007-07-06,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.085236662141,NA
"168",168,2007-07-06,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.754631558997
"169",169,2007-07-07,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.736920164536,NA,NA
"170",170,2007-07-07,"MBD21CY002_XQ60","MBD",21,"CY","002_X","XQ60","um","REL VIB SHAFT CPRSR L","REL VIB SHAFT CPRSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70249299629039,NA,NA,NA,NA,NA,NA,NA
"171",171,2007-07-07,"MBD22CT002_XQ60","MBD",22,"CT","002_X","XQ60","degC","T THRUST BEAR SIDE 5H SCLD VAL","T THRUST BEAR",NA,NA,40.0233435910868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",172,2007-07-07,"MBD22CT003_XQ60","MBD",22,"CT","003_X","XQ60","degC","T THRUST BEAR SIDE 8H SCLD VAL","T THRUST BEAR",NA,NA,NA,39.9039080756562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",173,2007-07-07,"MBD22CT004_XQ60","MBD",22,"CT","004_X","XQ60","degC","T THRUST BEAR SIDE 11H SCLD VAL","T THRUST BEAR",40.2739916350833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",174,2007-07-07,"MBD22CT005_XQ60","MBD",22,"CT","005_X","XQ60","degC","T THRUST BEAR SIDE 2H SCLD VAL","T THRUST BEAR",NA,40.1149068238796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",175,2007-07-07,"MBD22CT006_XQ60","MBD",22,"CT","006_X","XQ60","degC","T OPP THRUST BEAR 2H SCLD VAL","T OPP THRUST BEAR",NA,40.2978940511192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",176,2007-07-07,"MBD22CT007_XQ60","MBD",22,"CT","007_X","XQ60","degC","T OPP THRUST BEAR 5H SCLD VAL","T OPP THRUST BEAR",NA,NA,40.2644696708414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,2007-07-07,"MBH40CF100_XQ60","MBH",40,"CF","100_X","XQ60","mbar","F AIR DESP OTC AP","F AIR DESP OTC AP",NA,NA,NA,NA,9.53206417941256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,2007-07-07,"MBH40CP015_XQ60","MBH",40,"CP","015_X","XQ60","mbar","DP QW NOZ HP","DP QW NOZ HP",NA,NA,NA,NA,NA,NA,NA,NA,0.522634365520775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,2007-07-07,"MBH40CP100_XQ60","MBH",40,"CP","100_X","XQ60","barA","P AIR DESP OTC AP","P AIR DESP",NA,NA,NA,NA,1.0106780768305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,2007-07-07,"MBH40CP100_XQ65","MBH",40,"CP","100_X","XQ65","barA","P TOT AIR DESO OTC AP","P TOT AIR DESO",NA,NA,NA,NA,1.03162791077361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,2007-07-07,"MBH40CT001_XQ60","MBH",40,"CT","001_X","XQ60","degC","T AFTR HPCLR 1","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,143.75701589166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",182,2007-07-07,"MBH40CT002_XQ60","MBH",40,"CT","002_X","XQ60","degC","T AFT HPCLR 2","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.899080690084,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",183,2007-07-07,"MBH40CT003_XQ60","MBH",40,"CT","003_X","XQ60","degC","T AFT HPCLR 3","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.944531645802,NA,NA,NA,NA,NA,NA,NA,NA
"184",184,2007-07-07,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB",NA,NA,NA,NA,NA,277.934331421059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,2007-07-07,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB",NA,NA,NA,NA,NA,NA,277.132714043056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,2007-07-07,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.978792104923,NA,NA,NA
"187",187,2007-07-07,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7409974424682,NA,NA,NA
"188",188,2007-07-07,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6372472638588,NA,NA,NA
"189",189,2007-07-07,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT",NA,NA,NA,NA,NA,NA,NA,249.276301100804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",190,2007-07-07,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT",NA,NA,NA,NA,NA,NA,NA,249.019255138426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,2007-07-07,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134661599773223,NA,NA,NA,NA,NA,NA
"192",192,2007-07-07,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228499120044965,NA,NA,NA,NA,NA
"193",193,2007-07-07,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186982883970475,NA,NA,NA,NA
"194",194,2007-07-07,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6516109271719,NA
"195",195,2007-07-07,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.5471733727407,NA
"196",196,2007-07-07,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6515987073328
"197",197,2007-07-08,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03184411748857,NA,NA
"198",198,2007-07-08,"MBD21CY002_XQ60","MBD",21,"CY","002_X","XQ60","um","REL VIB SHAFT CPRSR L","REL VIB SHAFT CPRSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98892867864309,NA,NA,NA,NA,NA,NA,NA
"199",199,2007-07-08,"MBD22CT002_XQ60","MBD",22,"CT","002_X","XQ60","degC","T THRUST BEAR SIDE 5H SCLD VAL","T THRUST BEAR",NA,NA,43.1640965101742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,2007-07-08,"MBD22CT003_XQ60","MBD",22,"CT","003_X","XQ60","degC","T THRUST BEAR SIDE 8H SCLD VAL","T THRUST BEAR",NA,NA,NA,43.0494299520156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,2007-07-08,"MBD22CT004_XQ60","MBD",22,"CT","004_X","XQ60","degC","T THRUST BEAR SIDE 11H SCLD VAL","T THRUST BEAR",43.4044565849693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",202,2007-07-08,"MBD22CT005_XQ60","MBD",22,"CT","005_X","XQ60","degC","T THRUST BEAR SIDE 2H SCLD VAL","T THRUST BEAR",NA,43.1645976848437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",203,2007-07-08,"MBD22CT006_XQ60","MBD",22,"CT","006_X","XQ60","degC","T OPP THRUST BEAR 2H SCLD VAL","T OPP THRUST BEAR",NA,42.6718614130835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",204,2007-07-08,"MBD22CT007_XQ60","MBD",22,"CT","007_X","XQ60","degC","T OPP THRUST BEAR 5H SCLD VAL","T OPP THRUST BEAR",NA,NA,42.8974624760796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",205,2007-07-08,"MBH40CF100_XQ60","MBH",40,"CF","100_X","XQ60","mbar","F AIR DESP OTC AP","F AIR DESP OTC AP",NA,NA,NA,NA,23.334839173087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",206,2007-07-08,"MBH40CP015_XQ60","MBH",40,"CP","015_X","XQ60","mbar","DP QW NOZ HP","DP QW NOZ HP",NA,NA,NA,NA,NA,NA,NA,NA,23.696703333188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,2007-07-08,"MBH40CP100_XQ60","MBH",40,"CP","100_X","XQ60","barA","P AIR DESP OTC AP","P AIR DESP",NA,NA,NA,NA,2.40501426762865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,2007-07-08,"MBH40CP100_XQ65","MBH",40,"CP","100_X","XQ65","barA","P TOT AIR DESO OTC AP","P TOT AIR DESO",NA,NA,NA,NA,2.41072332839768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",209,2007-07-08,"MBH40CT001_XQ60","MBH",40,"CT","001_X","XQ60","degC","T AFTR HPCLR 1","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,130.250272081755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",210,2007-07-08,"MBH40CT002_XQ60","MBH",40,"CT","002_X","XQ60","degC","T AFT HPCLR 2","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.423496466277,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",211,2007-07-08,"MBH40CT003_XQ60","MBH",40,"CT","003_X","XQ60","degC","T AFT HPCLR 3","T AFT HPCLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.59415248507,NA,NA,NA,NA,NA,NA,NA,NA
"212",212,2007-07-08,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB",NA,NA,NA,NA,NA,199.775148527322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",213,2007-07-08,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB",NA,NA,NA,NA,NA,NA,199.228263547451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",214,2007-07-08,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3049441139429,NA,NA,NA
"215",215,2007-07-08,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0362416741679,NA,NA,NA
"216",216,2007-07-08,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.976188013942,NA,NA,NA
"217",217,2007-07-08,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT",NA,NA,NA,NA,NA,NA,NA,171.902752458156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,2007-07-08,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT",NA,NA,NA,NA,NA,NA,NA,171.785932783009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",219,2007-07-08,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736181358167766,NA,NA,NA,NA,NA,NA
"220",220,2007-07-08,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.814987603068816,NA,NA,NA,NA,NA
"221",221,2007-07-08,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784161794853935,NA,NA,NA,NA
"222",222,2007-07-08,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.0594238476822,NA
"223",223,2007-07-08,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4963855890457,NA
"224",224,2007-07-08,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.059413554245
"225",225,2007-07-09,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70151817826586,NA,NA
